epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,457.792,0.94504,0.84745,1.0234,0.82805,0.7654,0.85128,0.65476,0.87849,0.76331,1.00778,0.004852,0.004852,0.004852
28,475.585,0.95618,0.82531,1.02571,0.76404,0.81581,0.86892,0.66123,0.8729,0.7445,1.00541,0.004654,0.004654,0.004654
29,493.922,0.91809,0.77702,1.0127,0.86005,0.72549,0.86164,0.66513,0.8632,0.77329,0.99406,0.004456,0.004456,0.004456
30,511.701,0.94618,0.85142,1.0178,0.87142,0.75488,0.86206,0.65814,0.89497,0.73852,1.02269,0.004258,0.004258,0.004258
31,529.685,0.90945,0.80609,1.00742,0.82677,0.79669,0.89684,0.69766,0.86209,0.73195,0.99541,0.00406,0.00406,0.00406
32,547.437,0.92157,0.77454,0.99528,0.78733,0.78902,0.8786,0.66901,0.88756,0.7333,1.01056,0.003862,0.003862,0.003862
33,565.465,0.89824,0.80012,0.99322,0.83473,0.78339,0.89303,0.67985,0.90397,0.71738,1.03148,0.003664,0.003664,0.003664
34,583.426,0.90687,0.72864,0.99197,0.86588,0.79963,0.90885,0.71464,0.83459,0.68851,1.00178,0.003466,0.003466,0.003466
35,602.074,0.90835,0.72815,0.98203,0.77304,0.88121,0.91621,0.70531,0.8982,0.68425,1.01625,0.003268,0.003268,0.003268
36,620.696,0.87757,0.72233,0.97829,0.77223,0.87484,0.93376,0.73537,0.82801,0.63094,0.98209,0.00307,0.00307,0.00307
37,638.537,0.8637,0.71262,0.98028,0.87715,0.8785,0.94833,0.74466,0.85374,0.60699,1.00277,0.002872,0.002872,0.002872
38,656.251,0.88767,0.71314,0.97682,0.74104,0.87407,0.89407,0.70185,0.85092,0.67334,0.99487,0.002674,0.002674,0.002674
39,674.102,0.84705,0.6545,0.96795,0.83563,0.82786,0.92141,0.72531,0.81549,0.61028,0.97022,0.002476,0.002476,0.002476
40,692.153,0.83466,0.67586,0.96112,0.86501,0.91039,0.94423,0.74259,0.81214,0.60168,0.97676,0.002278,0.002278,0.002278
41,733.009,0.77916,0.60572,0.94369,0.86792,0.88066,0.93749,0.73882,0.83903,0.60172,0.98675,0.00208,0.00208,0.00208
42,749.189,0.77801,0.57899,0.94278,0.92252,0.85201,0.95052,0.7487,0.80384,0.57266,0.961,0.001882,0.001882,0.001882
43,766.183,0.77535,0.56619,0.93942,0.90318,0.86785,0.95219,0.75729,0.80931,0.57799,0.96835,0.001684,0.001684,0.001684
44,783.38,0.75468,0.5552,0.94122,0.92864,0.8453,0.95303,0.76131,0.7975,0.56562,0.97056,0.001486,0.001486,0.001486
45,800.789,0.75427,0.54275,0.93444,0.88459,0.8906,0.95189,0.76294,0.78419,0.55136,0.96084,0.001288,0.001288,0.001288
46,818.268,0.74836,0.52773,0.93907,0.875,0.88675,0.95938,0.76913,0.79258,0.5496,0.96524,0.00109,0.00109,0.00109
47,835.936,0.7322,0.51844,0.93726,0.90151,0.89039,0.96211,0.77953,0.77123,0.52888,0.9567,0.000892,0.000892,0.000892
48,853.518,0.73711,0.52021,0.93289,0.88666,0.91446,0.96486,0.77901,0.77672,0.52628,0.95372,0.000694,0.000694,0.000694
49,871.308,0.71387,0.49914,0.91964,0.9055,0.88831,0.96458,0.7768,0.77449,0.51457,0.96009,0.000496,0.000496,0.000496
50,889.136,0.71098,0.48986,0.91252,0.92322,0.88976,0.96313,0.77852,0.77039,0.51218,0.95689,0.000298,0.000298,0.000298
