epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,176.689,0.9732,0.92149,1.04942,0.71685,0.67671,0.76209,0.5615,0.95948,0.92153,1.09604,0.008119,0.008119,0.008119
21,185.547,1.01928,0.95412,1.06875,0.62498,0.74409,0.7485,0.5469,0.98259,0.93355,1.12062,0.00802,0.00802,0.00802
22,194.098,0.99207,0.8961,1.0618,0.67809,0.79886,0.78881,0.59045,0.96259,0.86768,1.11827,0.007921,0.007921,0.007921
23,202.373,0.98846,0.88466,1.04851,0.76914,0.65751,0.77772,0.56305,0.98983,0.9518,1.13103,0.007822,0.007822,0.007822
24,210.794,0.97069,0.86261,1.04545,0.79983,0.68508,0.8079,0.61271,0.93197,0.86221,1.08312,0.007723,0.007723,0.007723
25,219.139,0.96044,0.84266,1.03788,0.72674,0.73899,0.83397,0.61579,0.97153,0.90692,1.11534,0.007624,0.007624,0.007624
26,227.567,0.98641,0.84139,1.04345,0.80651,0.72207,0.84697,0.64169,0.91162,0.7947,1.08451,0.007525,0.007525,0.007525
27,235.921,0.97042,0.81398,1.02787,0.80607,0.74362,0.84261,0.63612,0.90923,0.75586,1.07177,0.007426,0.007426,0.007426
28,244.315,0.95819,0.81331,1.01771,0.76998,0.80531,0.83864,0.63709,0.88713,0.79512,1.0656,0.007327,0.007327,0.007327
29,252.7,0.90842,0.78738,1.03009,0.70205,0.79451,0.84025,0.63073,0.91381,0.76627,1.07437,0.007228,0.007228,0.007228
30,261.421,0.91785,0.78258,1.03777,0.72717,0.78191,0.83132,0.63389,0.9133,0.83307,1.08213,0.007129,0.007129,0.007129
31,270.338,0.93656,0.82311,1.04389,0.84556,0.75905,0.87693,0.6487,1.00023,0.78181,1.13687,0.00703,0.00703,0.00703
32,279.393,0.92236,0.78612,1.01841,0.79812,0.71808,0.8194,0.63054,0.87027,1.04335,1.05801,0.006931,0.006931,0.006931
33,288.165,0.90325,0.74749,1.00949,0.74336,0.84349,0.8743,0.67813,0.85899,0.79501,1.05387,0.006832,0.006832,0.006832
34,297.077,0.90576,0.76293,1.01191,0.80665,0.8203,0.87426,0.6693,0.87196,0.751,1.06646,0.006733,0.006733,0.006733
35,305.829,0.90432,0.72654,1.01273,0.81192,0.85606,0.92103,0.69273,0.90125,0.74386,1.07737,0.006634,0.006634,0.006634
36,315.563,0.92294,0.7247,1.02972,0.88223,0.77644,0.88791,0.68746,0.87075,0.69571,1.05862,0.006535,0.006535,0.006535
37,324.846,0.90891,0.70363,1.00708,0.82558,0.80809,0.87759,0.67488,0.89349,0.7061,1.06364,0.006436,0.006436,0.006436
38,334.28,0.87841,0.69848,1.00378,0.90517,0.79738,0.89717,0.68538,0.88248,0.68014,1.06956,0.006337,0.006337,0.006337
39,343.539,0.89093,0.70707,1.00402,0.82047,0.91071,0.91337,0.69501,0.87662,0.68936,1.05196,0.006238,0.006238,0.006238
40,352.587,0.88723,0.68806,1.00196,0.84231,0.85286,0.91186,0.68737,0.90052,0.62881,1.0429,0.006139,0.006139,0.006139
41,361.792,0.88402,0.66548,1.00547,0.92156,0.80413,0.89937,0.70448,0.83064,0.63989,1.02639,0.00604,0.00604,0.00604
42,370.743,0.86204,0.67854,0.97381,0.80207,0.87438,0.9175,0.7272,0.82353,0.66517,1.03939,0.005941,0.005941,0.005941
43,379.814,0.87344,0.65834,1.01012,0.87652,0.86698,0.93446,0.72442,0.86285,0.63202,1.03715,0.005842,0.005842,0.005842
44,389.188,0.85962,0.66743,0.9935,0.77987,0.80441,0.8775,0.66552,0.88964,0.68242,1.06267,0.005743,0.005743,0.005743
45,398.274,0.85471,0.64617,0.99148,0.86147,0.85239,0.92633,0.74235,0.79119,0.62452,1.0154,0.005644,0.005644,0.005644
46,407.444,0.86658,0.63932,0.99185,0.91253,0.83531,0.93291,0.72229,0.85017,0.59702,1.02372,0.005545,0.005545,0.005545
47,416.053,0.86885,0.65352,1.00078,0.90435,0.84891,0.93912,0.73991,0.80605,0.59143,1.01768,0.005446,0.005446,0.005446
48,424.419,0.85845,0.63396,0.99077,0.83832,0.88169,0.92664,0.72016,0.84082,0.6273,1.02702,0.005347,0.005347,0.005347
49,432.735,0.85981,0.61399,0.99076,0.82636,0.9023,0.92549,0.72997,0.82078,0.61803,1.02554,0.005248,0.005248,0.005248
50,440.983,0.87999,0.62185,0.99537,0.8803,0.82971,0.91106,0.71401,0.82246,0.64419,1.03182,0.005149,0.005149,0.005149
51,449.209,0.82724,0.62637,0.98331,0.89418,0.84093,0.92387,0.72581,0.81673,0.60893,1.02516,0.00505,0.00505,0.00505
52,457.463,0.84015,0.58549,0.97658,0.84605,0.81519,0.92406,0.65914,1.02746,0.62922,1.11771,0.004951,0.004951,0.004951
53,465.666,0.84539,0.61489,0.98945,0.91344,0.80618,0.89842,0.70866,0.83778,0.72324,1.04061,0.004852,0.004852,0.004852
54,473.836,0.8189,0.59132,0.9893,0.86419,0.86157,0.93644,0.73607,0.86024,0.61365,1.05875,0.004753,0.004753,0.004753
55,482.049,0.82943,0.58934,0.97419,0.93892,0.84424,0.95633,0.7637,0.80805,0.53196,1.02569,0.004654,0.004654,0.004654
56,490.4,0.82276,0.60765,0.97013,0.82391,0.86263,0.92479,0.73319,0.82773,0.68609,1.03433,0.004555,0.004555,0.004555
57,499.072,0.79414,0.57408,0.96879,0.90367,0.87502,0.9481,0.75282,0.8084,0.56415,1.00635,0.004456,0.004456,0.004456
58,508.189,0.81863,0.57346,0.98114,0.84326,0.91642,0.95657,0.76121,0.82793,0.55086,1.03499,0.004357,0.004357,0.004357
59,517.26,0.81494,0.5773,0.97124,0.86312,0.91749,0.95033,0.74732,0.8067,0.60349,1.00816,0.004258,0.004258,0.004258
60,526.39,0.81665,0.57347,0.97593,0.91564,0.87642,0.95683,0.74833,0.82415,0.53567,1.02882,0.004159,0.004159,0.004159
61,535.52,0.78584,0.54018,0.95805,0.89018,0.90096,0.96503,0.76603,0.80782,0.50121,1.01769,0.00406,0.00406,0.00406
62,544.63,0.80592,0.57275,0.96565,0.89301,0.89213,0.96287,0.7703,0.77644,0.51685,1.00392,0.003961,0.003961,0.003961
63,553.749,0.78714,0.54795,0.96527,0.90446,0.85727,0.94895,0.75847,0.78898,0.54344,1.01155,0.003862,0.003862,0.003862
64,562.783,0.78577,0.54971,0.95589,0.88073,0.83986,0.9365,0.72513,0.86383,0.54138,1.03621,0.003763,0.003763,0.003763
65,571.996,0.80329,0.53518,0.96659,0.93574,0.84236,0.95613,0.76443,0.78675,0.54026,1.00432,0.003664,0.003664,0.003664
66,581.111,0.77759,0.51075,0.96494,0.92229,0.86826,0.95706,0.75759,0.82001,0.51879,1.02896,0.003565,0.003565,0.003565
67,590.23,0.78598,0.53285,0.9587,0.92335,0.91711,0.96684,0.7705,0.81963,0.50137,1.02984,0.003466,0.003466,0.003466
68,599.354,0.7928,0.54029,0.97783,0.92431,0.87905,0.96079,0.76549,0.80621,0.50723,1.01861,0.003367,0.003367,0.003367
69,608.558,0.78766,0.53328,0.96184,0.86625,0.88283,0.94548,0.74554,0.82934,0.53357,1.02171,0.003268,0.003268,0.003268
70,617.729,0.76583,0.52128,0.95035,0.90092,0.93064,0.96973,0.7762,0.78596,0.48372,0.99775,0.003169,0.003169,0.003169
71,626.839,0.76551,0.50349,0.94969,0.89241,0.90392,0.95417,0.7709,0.75854,0.52498,0.99319,0.00307,0.00307,0.00307
72,635.988,0.77809,0.50802,0.95429,0.88305,0.95231,0.97253,0.77891,0.77513,0.46334,0.99821,0.002971,0.002971,0.002971
73,645.046,0.76621,0.50883,0.9668,0.85275,0.9261,0.95293,0.77179,0.76633,0.48598,0.99027,0.002872,0.002872,0.002872
74,654.129,0.76735,0.51186,0.95561,0.88262,0.91201,0.9611,0.77748,0.75991,0.49977,0.99278,0.002773,0.002773,0.002773
75,663.304,0.75403,0.49243,0.96131,0.85544,0.90746,0.9516,0.77785,0.75781,0.49789,0.98709,0.002674,0.002674,0.002674
76,672.437,0.74622,0.4917,0.94005,0.90622,0.8725,0.95705,0.77268,0.77873,0.49682,0.99188,0.002575,0.002575,0.002575
77,681.601,0.75604,0.5032,0.94727,0.86813,0.9116,0.96579,0.77622,0.7896,0.48053,1.00659,0.002476,0.002476,0.002476
78,690.846,0.74187,0.49197,0.94634,0.89609,0.89718,0.96086,0.78089,0.7623,0.48555,0.99735,0.002377,0.002377,0.002377
79,700.047,0.74205,0.48743,0.94156,0.89223,0.89071,0.963,0.77887,0.76345,0.48753,0.99435,0.002278,0.002278,0.002278
80,709.211,0.73295,0.4869,0.93743,0.91542,0.92541,0.96849,0.79073,0.77046,0.45708,0.99512,0.002179,0.002179,0.002179
81,718.409,0.73777,0.47749,0.94441,0.87998,0.91318,0.96617,0.78326,0.78737,0.47819,1.00855,0.00208,0.00208,0.00208
82,727.588,0.75273,0.47814,0.95098,0.91202,0.89497,0.96189,0.78248,0.76354,0.47416,0.99672,0.001981,0.001981,0.001981
83,736.775,0.74007,0.46722,0.94558,0.95128,0.8945,0.97275,0.79271,0.75347,0.44655,0.98483,0.001882,0.001882,0.001882
84,745.965,0.7161,0.46312,0.93478,0.95435,0.85615,0.96409,0.79224,0.75249,0.45362,0.9889,0.001783,0.001783,0.001783
85,755.08,0.72247,0.45133,0.93179,0.85922,0.95017,0.9668,0.77902,0.77068,0.45258,0.99898,0.001684,0.001684,0.001684
86,764.29,0.71353,0.45255,0.92513,0.91107,0.9169,0.96771,0.77516,0.79273,0.45407,1.01023,0.001585,0.001585,0.001585
87,773.489,0.71959,0.44923,0.9372,0.90311,0.93247,0.96702,0.78086,0.75239,0.43985,0.98783,0.001486,0.001486,0.001486
88,782.629,0.71288,0.45131,0.92727,0.93069,0.88152,0.96709,0.78833,0.74067,0.43864,0.97715,0.001387,0.001387,0.001387
89,791.892,0.69484,0.43095,0.91682,0.91452,0.9253,0.96667,0.79488,0.72854,0.43403,0.97303,0.001288,0.001288,0.001288
90,801.164,0.70608,0.4367,0.93324,0.93563,0.8923,0.96613,0.78899,0.74789,0.43709,0.98043,0.001189,0.001189,0.001189
91,836.249,0.66832,0.39348,0.92969,0.92592,0.88939,0.96399,0.78082,0.75875,0.44412,0.98868,0.00109,0.00109,0.00109
92,844.951,0.64491,0.37958,0.91432,0.91175,0.89072,0.96618,0.78344,0.7613,0.43826,0.99144,0.000991,0.000991,0.000991
93,853.722,0.64921,0.3808,0.92029,0.91667,0.91751,0.97001,0.79285,0.75724,0.43354,0.98803,0.000892,0.000892,0.000892
94,862.367,0.65444,0.38109,0.91928,0.92089,0.90455,0.97197,0.7945,0.76595,0.43087,0.9933,0.000793,0.000793,0.000793
95,871.202,0.6483,0.37002,0.92185,0.94834,0.89325,0.96785,0.79791,0.74531,0.42801,0.98678,0.000694,0.000694,0.000694
96,880.089,0.64091,0.36378,0.9091,0.92854,0.90953,0.96995,0.79531,0.74875,0.42289,0.98869,0.000595,0.000595,0.000595
97,889.036,0.64085,0.36724,0.90873,0.93411,0.90512,0.97148,0.7951,0.75244,0.41805,0.98689,0.000496,0.000496,0.000496
98,898.123,0.62898,0.36741,0.91567,0.93637,0.9078,0.9725,0.79916,0.73881,0.41023,0.98114,0.000397,0.000397,0.000397
99,907.065,0.62939,0.35887,0.91834,0.94159,0.91479,0.97373,0.79813,0.74752,0.40742,0.98449,0.000298,0.000298,0.000298
100,916.028,0.62378,0.36519,0.91024,0.9226,0.93027,0.97371,0.79976,0.74202,0.40683,0.98138,0.000199,0.000199,0.000199
