epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,626.205,0.75823,0.48143,0.92482,0.91137,0.93805,0.97451,0.79389,0.79104,0.47613,0.97497,0.002674,0.002674,0.002674
76,634.436,0.72927,0.4823,0.91217,0.88801,0.93968,0.96444,0.78592,0.79721,0.50583,0.96138,0.002575,0.002575,0.002575
77,642.608,0.74309,0.49098,0.9294,0.9487,0.92863,0.97854,0.79819,0.77606,0.46775,0.95992,0.002476,0.002476,0.002476
78,650.925,0.72561,0.49024,0.92255,0.94994,0.89189,0.97579,0.80011,0.77281,0.46122,0.96039,0.002377,0.002377,0.002377
79,659.128,0.72223,0.47182,0.92567,0.94035,0.93242,0.9812,0.80559,0.76843,0.46222,0.95675,0.002278,0.002278,0.002278
80,667.4,0.71701,0.4609,0.91868,0.91367,0.93013,0.97514,0.7915,0.81472,0.46228,0.97627,0.002179,0.002179,0.002179
81,675.623,0.72496,0.46681,0.91857,0.93843,0.92017,0.97955,0.80889,0.78378,0.45072,0.96205,0.00208,0.00208,0.00208
82,683.781,0.72754,0.46942,0.91496,0.92458,0.93671,0.97401,0.79697,0.78432,0.46934,0.95877,0.001981,0.001981,0.001981
83,691.957,0.70639,0.44391,0.91318,0.93941,0.91085,0.97389,0.80105,0.77332,0.46688,0.94829,0.001882,0.001882,0.001882
84,700.279,0.70985,0.43821,0.91539,0.942,0.92355,0.97813,0.79778,0.79506,0.45911,0.95823,0.001783,0.001783,0.001783
85,708.467,0.71245,0.46126,0.9145,0.93535,0.91583,0.97647,0.78505,0.82597,0.46683,0.97524,0.001684,0.001684,0.001684
86,716.687,0.68842,0.43242,0.90419,0.95007,0.93249,0.97835,0.8031,0.79023,0.43447,0.97015,0.001585,0.001585,0.001585
87,724.869,0.69722,0.4374,0.90889,0.94915,0.92916,0.97947,0.81541,0.7613,0.43827,0.94907,0.001486,0.001486,0.001486
88,733.161,0.70785,0.43398,0.91,0.95063,0.92845,0.98201,0.81297,0.76428,0.42649,0.9506,0.001387,0.001387,0.001387
89,741.459,0.70949,0.42662,0.91374,0.91756,0.94429,0.98154,0.80972,0.77089,0.43558,0.96585,0.001288,0.001288,0.001288
90,749.669,0.68804,0.43162,0.89967,0.94982,0.91848,0.98071,0.8189,0.74343,0.4275,0.94217,0.001189,0.001189,0.001189
91,793.629,0.65329,0.38609,0.8937,0.94031,0.92908,0.97969,0.8137,0.75172,0.43963,0.94325,0.00109,0.00109,0.00109
92,803.049,0.65412,0.37674,0.89428,0.94849,0.94259,0.98191,0.81346,0.75112,0.42851,0.94741,0.000991,0.000991,0.000991
93,811.052,0.64003,0.37431,0.8976,0.95325,0.95159,0.98428,0.81974,0.75967,0.43357,0.95295,0.000892,0.000892,0.000892
94,819.072,0.65441,0.37525,0.88695,0.9401,0.94455,0.98415,0.8127,0.75622,0.4285,0.94679,0.000793,0.000793,0.000793
95,827.053,0.64657,0.37136,0.89797,0.93933,0.93283,0.98012,0.80112,0.76633,0.43081,0.95317,0.000694,0.000694,0.000694
96,835.135,0.64217,0.36507,0.88953,0.95372,0.93302,0.97987,0.81017,0.75339,0.42543,0.94687,0.000595,0.000595,0.000595
97,843.247,0.61758,0.35011,0.88361,0.95712,0.93302,0.98068,0.81537,0.75294,0.42191,0.9485,0.000496,0.000496,0.000496
98,851.367,0.6312,0.35987,0.88199,0.96078,0.93055,0.97989,0.8082,0.75278,0.41955,0.94772,0.000397,0.000397,0.000397
99,859.501,0.62227,0.35192,0.88007,0.9568,0.93089,0.98067,0.81534,0.75508,0.42101,0.94893,0.000298,0.000298,0.000298
100,867.676,0.61955,0.34856,0.88724,0.95946,0.92823,0.98015,0.81355,0.74667,0.41329,0.9431,0.000199,0.000199,0.000199
