epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,236.755,1.08562,1.13976,1.06197,0.66012,0.62032,0.71031,0.52294,0.97555,1.0285,1.05882,0.008713,0.008713,0.008713
15,254.243,1.0683,1.0832,1.07151,0.60749,0.79739,0.76756,0.5676,0.99326,0.94416,1.05906,0.008614,0.008614,0.008614
16,271.695,1.09843,1.13146,1.07192,0.69218,0.6759,0.7532,0.55681,0.9978,0.98957,1.06153,0.008515,0.008515,0.008515
17,289.226,1.05512,1.06274,1.05081,0.71058,0.65408,0.74274,0.53349,1.0637,1.00957,1.09456,0.008416,0.008416,0.008416
18,306.738,1.06985,1.04846,1.07243,0.64884,0.71893,0.77412,0.57211,1.02621,1.0324,1.09258,0.008317,0.008317,0.008317
19,324.486,1.01783,1.0014,1.04015,0.69379,0.78112,0.81373,0.60465,0.93736,0.9454,1.02196,0.008218,0.008218,0.008218
20,342.075,1.02615,0.97947,1.03865,0.70589,0.75523,0.82857,0.60726,0.96628,0.90055,1.05327,0.008119,0.008119,0.008119
21,359.84,1.04144,0.96246,1.0471,0.79667,0.77593,0.87454,0.66363,0.9386,0.86776,1.02293,0.00802,0.00802,0.00802
22,377.657,1.02695,0.95278,1.0414,0.74224,0.74388,0.8361,0.63249,0.91428,0.90822,1.00947,0.007921,0.007921,0.007921
23,395.634,1.02783,0.97397,1.03212,0.79259,0.6784,0.83274,0.63023,0.92851,0.84119,1.02695,0.007822,0.007822,0.007822
24,413.77,1.02076,0.9257,1.05373,0.78577,0.8061,0.8815,0.67547,0.91702,0.81725,1.01689,0.007723,0.007723,0.007723
25,431.919,0.97926,0.9169,1.02124,0.82714,0.70749,0.82071,0.61831,0.94073,0.84682,1.03084,0.007624,0.007624,0.007624
26,450.33,0.95557,0.91547,1.00984,0.77436,0.84437,0.87371,0.64938,0.95879,0.83325,1.04538,0.007525,0.007525,0.007525
27,468.91,1.00422,0.94155,1.04845,0.75652,0.79981,0.85351,0.63697,0.93376,0.85519,1.03248,0.007426,0.007426,0.007426
28,487.433,1.03713,0.939,1.05197,0.87405,0.77364,0.89736,0.68456,0.90315,0.78183,1.00123,0.007327,0.007327,0.007327
29,505.669,0.97055,0.8317,1.03115,0.86492,0.73732,0.85899,0.65397,0.89479,0.82037,0.9954,0.007228,0.007228,0.007228
30,523.821,0.99069,0.89905,1.03692,0.77421,0.74302,0.85341,0.64813,0.91691,0.81547,1.05064,0.007129,0.007129,0.007129
31,541.821,0.94604,0.89482,1.02696,0.68754,0.91253,0.89301,0.68293,0.87013,0.79033,1.00801,0.00703,0.00703,0.00703
32,560.064,0.94905,0.8194,1.0078,0.81729,0.79522,0.88696,0.65831,0.91338,0.74107,1.02103,0.006931,0.006931,0.006931
33,578.025,0.93943,0.82064,1.00693,0.85497,0.78243,0.89873,0.69061,0.88732,0.72739,1.0097,0.006832,0.006832,0.006832
34,596.272,0.93306,0.77121,1.00659,0.88106,0.85511,0.94295,0.72482,0.87325,0.68267,1.02207,0.006733,0.006733,0.006733
35,614.516,0.95872,0.76193,1.00617,0.8497,0.8396,0.88121,0.64728,0.99318,0.82613,1.05458,0.006634,0.006634,0.006634
36,632.779,0.94363,0.78851,1.00317,0.83215,0.89238,0.91272,0.68841,0.89974,0.66831,1.01951,0.006535,0.006535,0.006535
37,651.427,0.92734,0.80801,1.0082,0.84658,0.92028,0.94722,0.74195,0.85805,0.65903,1.01315,0.006436,0.006436,0.006436
38,669.72,0.96466,0.80815,1.01597,0.79565,0.83133,0.89578,0.68673,0.90398,0.7565,1.02488,0.006337,0.006337,0.006337
39,687.896,0.9316,0.73732,1.00012,0.82242,0.8605,0.9335,0.71131,0.87015,0.64941,1.00514,0.006238,0.006238,0.006238
40,706.56,0.89848,0.76054,0.98374,0.90753,0.86227,0.94709,0.72603,0.8829,0.681,1.00492,0.006139,0.006139,0.006139
41,724.941,0.93434,0.75675,1.01874,0.92079,0.83946,0.94525,0.74071,0.86724,0.64818,0.99433,0.00604,0.00604,0.00604
42,743.631,0.91021,0.75046,0.99107,0.82632,0.90227,0.94359,0.70826,0.90684,0.66534,1.01807,0.005941,0.005941,0.005941
43,761.824,0.92095,0.73643,1.00669,0.77436,0.86282,0.91465,0.71207,0.85419,0.67765,0.9921,0.005842,0.005842,0.005842
44,780.192,0.89663,0.71197,0.99205,0.87183,0.86495,0.94426,0.73963,0.84911,0.64314,0.99346,0.005743,0.005743,0.005743
45,798.442,0.88617,0.70409,0.97279,0.88972,0.84757,0.93636,0.74341,0.83517,0.64935,0.98577,0.005644,0.005644,0.005644
46,816.893,0.88621,0.68025,0.9921,0.86605,0.85916,0.92211,0.72764,0.86194,0.64798,0.99919,0.005545,0.005545,0.005545
47,835.367,0.87479,0.7222,0.98876,0.80413,0.89827,0.92483,0.71997,0.85429,0.68346,0.99529,0.005446,0.005446,0.005446
48,853.683,0.87227,0.71969,0.97453,0.89328,0.88211,0.9493,0.74999,0.82912,0.58547,0.98938,0.005347,0.005347,0.005347
49,872.207,0.883,0.69309,0.96992,0.92632,0.88031,0.96293,0.75907,0.83271,0.59396,0.97612,0.005248,0.005248,0.005248
50,890.686,0.87468,0.68007,0.97227,0.88493,0.85255,0.93912,0.74327,0.82172,0.62914,0.97814,0.005149,0.005149,0.005149
51,909.149,0.88856,0.69866,0.98009,0.89282,0.87121,0.94998,0.74927,0.85582,0.60629,0.99911,0.00505,0.00505,0.00505
52,927.715,0.8689,0.66949,0.96407,0.8457,0.85112,0.93284,0.75112,0.81004,0.64969,0.96415,0.004951,0.004951,0.004951
53,946.229,0.85075,0.6916,0.96456,0.91524,0.87245,0.96172,0.76817,0.81371,0.56797,0.96948,0.004852,0.004852,0.004852
54,964.715,0.83813,0.65021,0.97074,0.84569,0.88782,0.94713,0.75683,0.8231,0.6117,0.98097,0.004753,0.004753,0.004753
55,983.242,0.87305,0.62585,0.97277,0.91092,0.85043,0.9564,0.76947,0.79224,0.58876,0.96622,0.004654,0.004654,0.004654
56,1001.75,0.85633,0.6674,0.96291,0.84011,0.91158,0.95479,0.75943,0.83305,0.6076,0.977,0.004555,0.004555,0.004555
57,1020.41,0.85242,0.66065,0.97294,0.90962,0.861,0.95274,0.75972,0.82821,0.56165,0.98202,0.004456,0.004456,0.004456
58,1038.8,0.84999,0.62409,0.97148,0.91345,0.8442,0.94724,0.75995,0.81534,0.57076,0.97447,0.004357,0.004357,0.004357
59,1057.34,0.85581,0.64312,0.96782,0.94516,0.85811,0.96168,0.77164,0.81623,0.56099,0.98074,0.004258,0.004258,0.004258
60,1076,0.87113,0.65021,0.98,0.9015,0.89414,0.95573,0.7659,0.8325,0.57638,0.98791,0.004159,0.004159,0.004159
61,1094.49,0.83837,0.62187,0.95506,0.90761,0.919,0.96674,0.75971,0.84045,0.56408,0.9864,0.00406,0.00406,0.00406
62,1113.22,0.84162,0.62239,0.96722,0.92613,0.90541,0.96583,0.7749,0.81653,0.54385,0.97268,0.003961,0.003961,0.003961
63,1131.72,0.81714,0.59955,0.94568,0.86948,0.89022,0.95678,0.76639,0.82651,0.55624,0.97982,0.003862,0.003862,0.003862
64,1150.09,0.81617,0.63803,0.96237,0.87762,0.92005,0.96464,0.75783,0.84162,0.5658,0.9823,0.003763,0.003763,0.003763
65,1168.71,0.80931,0.63555,0.93936,0.8731,0.94054,0.96267,0.77268,0.80288,0.53744,0.97461,0.003664,0.003664,0.003664
66,1187.36,0.82384,0.60096,0.96133,0.84478,0.89763,0.95235,0.74636,0.83019,0.57081,0.9839,0.003565,0.003565,0.003565
67,1205.83,0.79224,0.56767,0.94594,0.88663,0.89966,0.96057,0.77029,0.81897,0.5321,0.96967,0.003466,0.003466,0.003466
68,1224.59,0.79207,0.64289,0.94952,0.90036,0.90512,0.96523,0.76675,0.80433,0.53891,0.97146,0.003367,0.003367,0.003367
69,1243.18,0.8283,0.57702,0.95043,0.91385,0.88845,0.97049,0.77739,0.8198,0.53241,0.97165,0.003268,0.003268,0.003268
70,1261.76,0.82857,0.58114,0.94877,0.85,0.94414,0.964,0.77088,0.79846,0.53515,0.9631,0.003169,0.003169,0.003169
71,1280.42,0.78065,0.5684,0.94169,0.94561,0.90528,0.98063,0.78375,0.79993,0.48724,0.96552,0.00307,0.00307,0.00307
72,1298.94,0.78594,0.56321,0.94599,0.90503,0.95302,0.98104,0.78845,0.80522,0.49763,0.97056,0.002971,0.002971,0.002971
73,1317.72,0.80498,0.5761,0.95143,0.89542,0.95415,0.97794,0.79378,0.79766,0.49442,0.96231,0.002872,0.002872,0.002872
74,1336.31,0.79773,0.56369,0.95078,0.94225,0.93425,0.98063,0.79472,0.79873,0.47947,0.96878,0.002773,0.002773,0.002773
75,1355.05,0.79352,0.55117,0.95068,0.95021,0.91992,0.97624,0.78516,0.79931,0.5055,0.96483,0.002674,0.002674,0.002674
76,1373.96,0.7901,0.53859,0.9395,0.92894,0.92451,0.96941,0.78476,0.78123,0.49654,0.95595,0.002575,0.002575,0.002575
77,1392.64,0.80875,0.55441,0.9452,0.91064,0.9567,0.97859,0.79055,0.78102,0.46634,0.9556,0.002476,0.002476,0.002476
78,1411.32,0.7632,0.52985,0.94916,0.90148,0.96788,0.9806,0.80129,0.79658,0.46684,0.97296,0.002377,0.002377,0.002377
79,1430.1,0.78279,0.5448,0.94486,0.90355,0.93633,0.97185,0.78953,0.78425,0.48382,0.95341,0.002278,0.002278,0.002278
80,1448.72,0.76646,0.51066,0.93934,0.93083,0.94983,0.97941,0.80227,0.77192,0.46321,0.9491,0.002179,0.002179,0.002179
81,1467.4,0.76296,0.52098,0.95037,0.9314,0.94247,0.98097,0.80123,0.77745,0.46018,0.95578,0.00208,0.00208,0.00208
82,1486.06,0.76245,0.51649,0.93138,0.94279,0.92664,0.97439,0.80029,0.77545,0.4631,0.95561,0.001981,0.001981,0.001981
83,1504.6,0.74235,0.50696,0.92007,0.94723,0.89081,0.97513,0.80203,0.77042,0.48289,0.95157,0.001882,0.001882,0.001882
84,1523.09,0.74848,0.50372,0.9286,0.92606,0.92504,0.97641,0.79532,0.77783,0.47307,0.95088,0.001783,0.001783,0.001783
85,1541.67,0.75533,0.50308,0.92304,0.90941,0.95257,0.97906,0.79288,0.79045,0.45723,0.95492,0.001684,0.001684,0.001684
86,1560.27,0.74487,0.5038,0.92895,0.89781,0.97181,0.9808,0.79944,0.78511,0.45131,0.95318,0.001585,0.001585,0.001585
87,1579.02,0.73062,0.49072,0.92736,0.90084,0.96354,0.98103,0.79673,0.7702,0.44907,0.94571,0.001486,0.001486,0.001486
88,1597.87,0.73365,0.49471,0.93246,0.94572,0.91059,0.97971,0.80305,0.76708,0.44631,0.94488,0.001387,0.001387,0.001387
89,1616.53,0.73329,0.49892,0.92828,0.92263,0.93764,0.98228,0.8029,0.75996,0.44307,0.94324,0.001288,0.001288,0.001288
90,1635.39,0.71526,0.48561,0.92551,0.90483,0.95756,0.97777,0.80289,0.76289,0.45623,0.94495,0.001189,0.001189,0.001189
91,1678.21,0.68553,0.43183,0.90508,0.93948,0.91432,0.97629,0.79355,0.77936,0.46708,0.95022,0.00109,0.00109,0.00109
92,1696.66,0.68846,0.42678,0.90861,0.95567,0.91269,0.9807,0.80154,0.76156,0.45253,0.94485,0.000991,0.000991,0.000991
93,1714.54,0.68514,0.41615,0.896,0.91044,0.95289,0.98166,0.80928,0.75561,0.44013,0.94218,0.000892,0.000892,0.000892
94,1732.65,0.6817,0.41324,0.89843,0.95848,0.91919,0.98271,0.80728,0.75124,0.43678,0.94246,0.000793,0.000793,0.000793
95,1752.21,0.65307,0.39799,0.89957,0.95058,0.93021,0.98343,0.80776,0.75264,0.42824,0.94139,0.000694,0.000694,0.000694
96,1771.08,0.67385,0.39868,0.89981,0.94482,0.93171,0.98316,0.81025,0.746,0.42459,0.93983,0.000595,0.000595,0.000595
97,1790.3,0.65688,0.39311,0.89389,0.94798,0.94796,0.98468,0.81269,0.74989,0.41727,0.94048,0.000496,0.000496,0.000496
98,1808.85,0.66212,0.39187,0.89045,0.93683,0.95886,0.98542,0.80968,0.74947,0.41302,0.93794,0.000397,0.000397,0.000397
99,1827.48,0.65569,0.38245,0.89101,0.94198,0.9468,0.98433,0.81396,0.74104,0.40866,0.93783,0.000298,0.000298,0.000298
100,1846.23,0.64757,0.38314,0.88954,0.94924,0.94726,0.98496,0.81476,0.7446,0.40504,0.93758,0.000199,0.000199,0.000199
